snapshot_time,product_id,sellPrice,buyPrice,sellVolume,buyVolume,sellMovingWeek,buyMovingWeek,sellOrders,buyOrders
2025-04-28 18:24:02,ROBOTRON_REFLECTOR,163439.2644662921,167123.7,31793,1192,58438,15698,142,33
2025-04-28 18:24:02,BLUE_SHARK_TOOTH,53000.15314009661,59810.29832957111,9697,97706,267373,74167,10,325
2025-04-28 18:24:02,LOG:3,2.217679879341108,15.273015787343137,2999355,1523572,12308947,3868385,51,168
2025-04-28 18:24:02,CHILI_PEPPER,137981.0,144988.70325056434,16874,105632,234052,354241,9,231
2025-04-28 18:24:02,LOG:2,0.5,2.5,580579,1827897,10677944,2903973,9,61
2025-04-28 18:24:02,ENCHANTED_HAY_BALE,148819.84047619047,151113.75013351135,19841,145802,663703,415093,15,272
2025-04-28 18:24:02,SIL_EX,3415603.379310345,3678865.675799087,1093,10145,1622,7080,124,977
2025-04-28 18:24:02,ENCHANTED_CACTUS,97029.53270547946,101730.04998556167,69526,85975,97906,161507,74,181
2025-04-28 18:24:02,SALT_CUBE,0.1,7066.81443298969,256,4707,578,652,1,248
2025-04-28 18:24:02,ONYX,0.10000000000000002,1332.5906976744186,48,6290,775,550,1,284
2025-04-28 18:24:02,ENCHANTED_COOKED_SALMON,246099.15981679384,255989.42162162162,139995,2273,36148,7759,201,55
2025-04-28 18:24:02,ENCHANTED_SULPHUR,1559.9405005451997,1673.9506694530169,1930554,2319549,4520756,929954,54,516
2025-04-28 18:24:02,TITANIUM_TESSERACT,856450.8,1097494.7782608694,709,1876,769,6340,136,170
2025-04-28 18:24:02,ENCHANTED_SEEDS,455.9092094881461,476.1516548804844,7593434,26150847,222775145,3180199,176,635
2025-04-28 18:24:02,ENCHANTED_BONE_MEAL,741.270548786462,889.9887870102881,39822207,4373354,24476060,7904017,780,827
2025-04-28 18:24:02,ENCHANTMENT_EXPERIENCE_5,42000000.150000006,87000000.0,70,2,13,84,61,2
2025-04-28 18:24:02,ENCHANTED_BONE_BLOCK,48503.0,50990.24391891892,5821,1803,26766,10524,12,39
2025-04-28 18:24:02,OMEGA_EGG,273517.76798418973,627348.5,5950,918,2565,1219,100,108
2025-04-28 18:24:02,SMALL_ENCHANTED_CHEST,231.46753574432296,2232.464035087719,176776,1786,6333,9101,51,28
2025-04-28 18:24:02,PURPLE_CANDY,22500.205732367573,23049.389446881854,2280434,587040,2109217,1177340,354,550
2025-04-28 18:24:02,ENCHANTMENT_EXPERIENCE_2,0.0,0.0,0,0,0,0,0,0
2025-04-28 18:24:02,POLISHED_PUMPKIN,250000.4662182362,255443.3,25325,8057,265437,164881,30,22
2025-04-28 18:24:02,ENCHANTMENT_EXPERIENCE_1,0.0,0.0,0,0,0,0,0,0
2025-04-28 18:24:02,ENCHANTMENT_EXPERIENCE_4,382684.875,525903.1327433628,144,16959,123,4497,43,877
2025-04-28 18:24:02,ENCHANTMENT_EXPERIENCE_3,0.0,0.0,0,0,0,0,0,0
2025-04-28 18:24:02,ENCHANTED_GOLD_BLOCK,91529.82932424053,93453.47567772512,58609,251872,799317,1041224,67,333
2025-04-28 18:24:02,FINE_OPAL_GEM,21705.163259668505,26679.4,38808,14582,46310,37176,31,19
