snapshot_time,product_id,pricePerUnit,amount,orders,tier_rank
2025-04-28 18:24:03,WITHER_CATALYST,1040599.3,134,1,5
2025-04-28 18:24:03,WITHER_CATALYST,1040598.5,18,1,6
2025-04-28 18:24:03,WITHER_CATALYST,1040598.3,9,1,7
2025-04-28 18:24:03,WITHER_CATALYST,1040597.9,57,1,8
2025-04-28 18:24:03,WITHER_CATALYST,1037800.4,20,1,9
2025-04-28 18:24:03,WITHER_CATALYST,1037798.2,85,1,10
2025-04-28 18:24:03,WITHER_CATALYST,1027454.6,4,1,11
2025-04-28 18:24:03,WITHER_CATALYST,1019621.1,6,1,12
2025-04-28 18:24:03,WITHER_CATALYST,1012500.9,126,1,13
2025-04-28 18:24:03,WITHER_CATALYST,1012500.2,17,1,14
2025-04-28 18:24:03,WITHER_CATALYST,1004003.2,90,1,15
2025-04-28 18:24:03,WITHER_CATALYST,1004003.1,583,1,16
2025-04-28 18:24:03,WITHER_CATALYST,990000.0,24,1,17
2025-04-28 18:24:03,WITHER_CATALYST,339875.5,1600,1,18
2025-04-28 18:24:03,HAMSTER_WHEEL,18983.3,1587,1,0
2025-04-28 18:24:03,HAMSTER_WHEEL,18982.7,649,1,1
2025-04-28 18:24:03,HAMSTER_WHEEL,18982.3,1941,1,2
2025-04-28 18:24:03,HAMSTER_WHEEL,18982.2,650,1,3
2025-04-28 18:24:03,HAMSTER_WHEEL,18982.1,1000,1,4
2025-04-28 18:24:03,HAMSTER_WHEEL,18982.0,3913,1,5
2025-04-28 18:24:03,HAMSTER_WHEEL,18981.5,70826,1,6
2025-04-28 18:24:03,HAMSTER_WHEEL,18981.4,2682,1,7
2025-04-28 18:24:03,HAMSTER_WHEEL,18981.3,1014,1,8
2025-04-28 18:24:03,HAMSTER_WHEEL,18981.2,4650,1,9
2025-04-28 18:24:03,HAMSTER_WHEEL,18981.0,2701,1,10
2025-04-28 18:24:03,HAMSTER_WHEEL,18980.9,939,1,11
2025-04-28 18:24:03,HAMSTER_WHEEL,18980.6,911,1,12
2025-04-28 18:24:03,HAMSTER_WHEEL,18980.4,3720,1,13
2025-04-28 18:24:03,HAMSTER_WHEEL,18980.3,9473,1,14
2025-04-28 18:24:03,HAMSTER_WHEEL,18980.2,111,1,15
2025-04-28 18:24:03,HAMSTER_WHEEL,18979.9,9110,1,16
2025-04-28 18:24:03,HAMSTER_WHEEL,18979.4,729,1,17
2025-04-28 18:24:03,HAMSTER_WHEEL,18979.3,69,1,18
2025-04-28 18:24:03,HAMSTER_WHEEL,18977.8,49815,1,19
2025-04-28 18:24:03,HAMSTER_WHEEL,18888.8,36,1,20
2025-04-28 18:24:03,HAMSTER_WHEEL,18887.1,53,1,21
2025-04-28 18:24:03,HAMSTER_WHEEL,18885.5,936,1,22
2025-04-28 18:24:03,HAMSTER_WHEEL,18885.0,175,1,23
2025-04-28 18:24:03,HAMSTER_WHEEL,18884.2,4334,1,24
2025-04-28 18:24:03,HAMSTER_WHEEL,18883.5,675,1,25
2025-04-28 18:24:03,HAMSTER_WHEEL,18819.5,84,1,26
2025-04-28 18:24:03,HAMSTER_WHEEL,18751.4,9807,2,27
2025-04-28 18:24:03,HAMSTER_WHEEL,18750.2,64,1,28
2025-04-28 18:24:03,HAMSTER_WHEEL,18618.0,90,1,29
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600003.4,1,1,0
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600003.3,5,1,1
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600003.2,2,2,2
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600002.9,3,1,3
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600002.3,2,1,4
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600002.2,1,2,5
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600002.0,27,1,6
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600001.9,10,1,7
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600001.8,32,1,8
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600001.2,5,1,9
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600000.7,1,1,10
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600000.5,4,1,11
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7600000.3,1,1,12
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7500000.1,16,1,13
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7319634.6,2,1,14
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7319634.5,10,2,15
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7319634.1,4,1,16
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7319634.0,4,1,17
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7193351.5,1,1,18
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7193350.8,10,1,19
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7193348.9,3,1,20
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7193345.8,11,1,21
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7193342.0,1,1,22
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7193340.7,4,1,23
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7109512.5,1,1,24
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7021273.7,8,1,25
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7021272.4,4,2,26
2025-04-28 18:24:03,PESTHUNTING_GUIDE,7021270.1,2,1,27
2025-04-28 18:24:03,ENCHANTED_COAL,1603.3,40027,1,0
2025-04-28 18:24:03,ENCHANTED_COAL,1603.1,15433,1,1
2025-04-28 18:24:03,ENCHANTED_COAL,1603.0,489,1,2
2025-04-28 18:24:03,ENCHANTED_COAL,1602.6,10088,1,3
2025-04-28 18:24:03,ENCHANTED_COAL,1602.3,27914,1,4
2025-04-28 18:24:03,ENCHANTED_COAL,1601.8,68873,2,5
2025-04-28 18:24:03,ENCHANTED_COAL,1601.2,10913,1,6
2025-04-28 18:24:03,ENCHANTED_COAL,1601.1,17297,1,7
2025-04-28 18:24:03,ENCHANTED_COAL,1600.6,14483,1,8
2025-04-28 18:24:03,ENCHANTED_COAL,1535.4,30379,2,9
2025-04-28 18:24:03,ENCHANTED_COAL,1393.7,27070,1,10
2025-04-28 18:24:03,ENCHANTED_COAL,1393.5,38793,1,11
2025-04-28 18:24:03,ENCHANTED_COAL,1393.3,28658,1,12
2025-04-28 18:24:03,ENCHANTED_COAL,1393.2,50000,1,13
2025-04-28 18:24:03,ENCHANTED_COAL,1392.3,69553,1,14
2025-04-28 18:24:03,ENCHANTED_COAL,1391.7,39265,1,15
2025-04-28 18:24:03,ENCHANTED_COAL,1391.6,36653,1,16
2025-04-28 18:24:03,ENCHANTED_COAL,1390.9,142291,2,17
2025-04-28 18:24:03,ENCHANTED_COAL,1390.8,71586,2,18
2025-04-28 18:24:03,ENCHANTED_COAL,1390.7,71680,1,19
2025-04-28 18:24:03,ENCHANTED_COAL,1390.6,12116,1,20
2025-04-28 18:24:03,ENCHANTED_COAL,1390.1,139987,2,21
2025-04-28 18:24:03,ENCHANTED_COAL,1389.9,209351,3,22
2025-04-28 18:24:03,ENCHANTED_COAL,1389.3,38493,1,23
2025-04-28 18:24:03,ENCHANTED_COAL,1389.2,37691,1,24
2025-04-28 18:24:03,ENCHANTED_COAL,1388.7,6917,1,25
2025-04-28 18:24:03,ENCHANTED_COAL,1388.5,68992,1,26
2025-04-28 18:24:03,ENCHANTED_COAL,1387.3,71680,2,27
2025-04-28 18:24:03,ENCHANTED_COAL,1386.2,70000,1,28
2025-04-28 18:24:03,ENCHANTED_COAL,1385.2,8296,1,29
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15514.1,888,1,0
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15513.4,4977,1,1
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15513.2,18,1,2
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15511.5,1278,1,3
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15500.5,129,1,4
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15352.6,6623,1,5
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15242.0,19987,1,6
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15173.5,17280,1,7
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15173.3,9635,1,8
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15172.4,1300,1,9
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15171.6,8419,1,10
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15102.1,600,1,11
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15100.5,26000,1,12
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15098.6,4914,1,13
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15096.7,959,1,14
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15096.0,7894,1,15
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15095.7,1000,1,16
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15095.4,1509,1,17
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15095.1,16847,1,18
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15094.3,9752,1,19
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15092.5,3647,1,20
2025-04-28 18:24:03,MAGMA_FISH_SILVER,15007.9,15000,1,21
2025-04-28 18:24:03,MAGMA_FISH_SILVER,14725.3,323,1,22
2025-04-28 18:24:03,MAGMA_FISH_SILVER,13460.0,16991,1,23
2025-04-28 18:24:03,MAGMA_FISH_SILVER,12680.8,71038,1,24
2025-04-28 18:24:03,MAGMA_FISH_SILVER,12130.4,8387,1,25
2025-04-28 18:24:03,MAGMA_FISH_SILVER,12116.6,188,1,26
2025-04-28 18:24:03,MAGMA_FISH_SILVER,12056.4,8200,1,27
2025-04-28 18:24:03,MAGMA_FISH_SILVER,12026.0,3986,1,28
2025-04-28 18:24:03,MAGMA_FISH_SILVER,12022.4,5453,1,29
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072805.8,5,1,0
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072805.7,8,2,1
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072805.6,3,1,2
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072805.5,5,1,3
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072805.3,5,1,4
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072804.8,5,1,5
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072804.7,5,1,6
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072804.3,5,1,7
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072804.2,5,1,8
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072803.6,3,1,9
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2072803.5,5,1,10
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2056634.2,5,1,11
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2056634.1,4,1,12
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2056633.0,2,1,13
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2056632.6,4,1,14
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2056631.9,1,1,15
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2035619.0,4,1,16
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2035618.9,10,1,17
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2035618.5,5,1,18
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2035618.3,2,1,19
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2011176.0,5,1,20
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,2011175.6,4,1,21
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1996552.4,5,1,22
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1996551.1,5,1,23
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1996550.0,1,2,24
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1996549.8,3,1,25
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1892006.6,4,1,26
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1892003.3,2,1,27
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1866980.7,5,1,28
2025-04-28 18:24:03,FLAWLESS_OPAL_GEM,1844610.7,1,1,29
2025-04-28 18:24:03,SULPHURIC_COAL,6722.5,448,1,0
2025-04-28 18:24:03,SULPHURIC_COAL,6722.3,2129,1,1
2025-04-28 18:24:03,SULPHURIC_COAL,6722.2,3993,1,2
2025-04-28 18:24:03,SULPHURIC_COAL,6722.1,575,1,3
2025-04-28 18:24:03,SULPHURIC_COAL,6722.0,3869,1,4
2025-04-28 18:24:03,SULPHURIC_COAL,6721.7,475,1,5
2025-04-28 18:24:03,SULPHURIC_COAL,6721.5,141,1,6
2025-04-28 18:24:03,SULPHURIC_COAL,6618.4,160,1,7
2025-04-28 18:24:03,SULPHURIC_COAL,6509.9,160,1,8
2025-04-28 18:24:03,SULPHURIC_COAL,6395.6,160,1,9
2025-04-28 18:24:03,SULPHURIC_COAL,6275.3,160,1,10
2025-04-28 18:24:03,SULPHURIC_COAL,6148.7,160,1,11
2025-04-28 18:24:03,SULPHURIC_COAL,6100.0,30000,1,12
2025-04-28 18:24:03,SULPHURIC_COAL,6015.3,300,1,13
2025-04-28 18:24:03,SULPHURIC_COAL,6008.2,71680,1,14
2025-04-28 18:24:03,SULPHURIC_COAL,6006.0,900,1,15
2025-04-28 18:24:03,SULPHURIC_COAL,6002.7,4000,1,16
2025-04-28 18:24:03,SULPHURIC_COAL,6000.0,7225,1,17
2025-04-28 18:24:03,SULPHURIC_COAL,5634.3,1000,1,18
2025-04-28 18:24:03,SULPHURIC_COAL,5619.6,1536,1,19
2025-04-28 18:24:03,SULPHURIC_COAL,5434.6,20000,1,20
2025-04-28 18:24:03,SULPHURIC_COAL,5429.5,1627,1,21
2025-04-28 18:24:03,SULPHURIC_COAL,5426.1,48,1,22
2025-04-28 18:24:03,SULPHURIC_COAL,5393.9,1000,1,23
2025-04-28 18:24:03,SULPHURIC_COAL,5376.5,33333,1,24
2025-04-28 18:24:03,SULPHURIC_COAL,5353.1,66666,2,25
2025-04-28 18:24:03,SULPHURIC_COAL,5350.6,3000,1,26
2025-04-28 18:24:03,SULPHURIC_COAL,5343.5,10000,1,27
2025-04-28 18:24:03,SULPHURIC_COAL,5337.2,1111,1,28
2025-04-28 18:24:03,SULPHURIC_COAL,5143.3,19988,1,29
2025-04-28 18:24:03,ESSENCE_UNDEAD,620.2,66850,1,0
2025-04-28 18:24:03,ESSENCE_UNDEAD,620.1,69803,1,1
2025-04-28 18:24:03,ESSENCE_UNDEAD,620.0,9631,1,2
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.9,69904,1,3
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.5,14695,1,4
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.4,34051,1,5
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.3,14611,1,6
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.2,5214,1,7
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.1,46846,1,8
2025-04-28 18:24:03,ESSENCE_UNDEAD,619.0,44247,1,9
2025-04-28 18:24:03,ESSENCE_UNDEAD,617.0,29310,1,10
2025-04-28 18:24:03,ESSENCE_UNDEAD,616.9,63309,1,11
2025-04-28 18:24:03,ESSENCE_UNDEAD,616.6,1417,1,12
2025-04-28 18:24:03,ESSENCE_UNDEAD,616.5,43997,1,13
2025-04-28 18:24:03,ESSENCE_UNDEAD,615.0,24486,1,14
2025-04-28 18:24:03,ESSENCE_UNDEAD,614.7,18638,1,15
2025-04-28 18:24:03,ESSENCE_UNDEAD,614.6,410287,6,16
2025-04-28 18:24:03,ESSENCE_UNDEAD,614.4,51720,1,17
2025-04-28 18:24:03,ESSENCE_UNDEAD,612.2,24408,1,18
2025-04-28 18:24:03,ESSENCE_UNDEAD,612.1,67242,1,19
2025-04-28 18:24:03,ESSENCE_UNDEAD,599.9,13779,1,20
2025-04-28 18:24:03,ESSENCE_UNDEAD,599.4,71680,2,21
2025-04-28 18:24:03,ESSENCE_UNDEAD,599.2,53410,1,22
2025-04-28 18:24:03,ESSENCE_UNDEAD,599.1,58522,1,23
2025-04-28 18:24:03,ESSENCE_UNDEAD,598.8,66711,1,24
2025-04-28 18:24:03,ESSENCE_UNDEAD,596.1,58014,1,25
2025-04-28 18:24:03,ESSENCE_UNDEAD,594.5,43860,1,26
2025-04-28 18:24:03,ESSENCE_UNDEAD,583.5,1491,1,27
2025-04-28 18:24:03,ESSENCE_UNDEAD,579.6,14521,1,28
2025-04-28 18:24:03,ESSENCE_UNDEAD,579.5,68811,1,29
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,20000000.6,4,1,0
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,20000000.5,1,1,1
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,20000000.3,1,1,2
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,20000000.2,1,1,3
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,20000000.1,1,1,4
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,20000000.0,1,1,5
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,18501000.0,5,1,6
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,18500001.0,3,1,7
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,18500000.7,2,1,8
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,18500000.2,1,2,9
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,18160675.2,1,1,10
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,18160675.1,9,1,11
2025-04-28 18:24:03,GENERATOR_UPGRADE_STONE_FISHING_12,15500000.0,15,1,12
2025-04-28 18:24:03,DAEDALUS_STICK,1540001.2,73,2,0
2025-04-28 18:24:03,DAEDALUS_STICK,1540001.0,181,2,1
2025-04-28 18:24:03,DAEDALUS_STICK,1540000.9,8,1,2
2025-04-28 18:24:03,DAEDALUS_STICK,1540000.6,28,1,3
2025-04-28 18:24:03,DAEDALUS_STICK,1540000.5,5,1,4
2025-04-28 18:24:03,DAEDALUS_STICK,1540000.3,46,1,5
2025-04-28 18:24:03,DAEDALUS_STICK,1540000.2,1,1,6
2025-04-28 18:24:03,DAEDALUS_STICK,1540000.0,63,1,7
2025-04-28 18:24:03,DAEDALUS_STICK,1525080.6,64,1,8
2025-04-28 18:24:03,DAEDALUS_STICK,1525076.9,32,1,9
2025-04-28 18:24:03,DRAGON_CLAW,135101.3,16,1,0
2025-04-28 18:24:03,DRAGON_CLAW,129214.1,8,1,1
2025-04-28 18:24:03,DRAGON_CLAW,129212.0,23,1,2
2025-04-28 18:24:03,DRAGON_CLAW,129211.3,238,2,3
2025-04-28 18:24:03,DRAGON_CLAW,129211.0,24,1,4
2025-04-28 18:24:03,DRAGON_CLAW,129210.1,4,1,5
2025-04-28 18:24:03,DRAGON_CLAW,129209.3,1,1,6
2025-04-28 18:24:03,DRAGON_CLAW,113457.2,1,1,7
2025-04-28 18:24:03,DRAGON_CLAW,104951.8,7,3,8
2025-04-28 18:24:03,DRAGON_CLAW,92381.6,1,1,9
2025-04-28 18:24:03,DRAGON_CLAW,82770.1,8,2,10
2025-04-28 18:24:03,DRAGON_CLAW,72651.4,3,2,11
2025-04-28 18:24:03,DRAGON_CLAW,72651.2,45,1,12
2025-04-28 18:24:03,DRAGON_CLAW,62000.5,1,1,13
2025-04-28 18:24:03,DRAGON_CLAW,46654.5,1,1,14
2025-04-28 18:24:03,DRAGON_CLAW,46650.0,29,1,15
2025-04-28 18:24:03,DRAGON_CLAW,43585.8,2,1,16
2025-04-28 18:24:03,DRAGON_CLAW,40000.2,5,1,17
2025-04-28 18:24:03,DRAGON_CLAW,31209.6,1,2,18
2025-04-28 18:24:03,DRAGON_CLAW,26972.9,100,1,19
2025-04-28 18:24:03,DRAGON_CLAW,22794.2,3,1,20
2025-04-28 18:24:03,DRAGON_CLAW,22792.8,3,1,21
2025-04-28 18:24:03,DRAGON_CLAW,20001.7,22,1,22
2025-04-28 18:24:03,DRAGON_CLAW,20001.6,1,1,23
2025-04-28 18:24:03,DRAGON_CLAW,20000.0,233,1,24
2025-04-28 18:24:03,DRAGON_CLAW,10000.0,256,1,25
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147058439.4,2,1,0
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147058439.3,9,1,1
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147058439.2,3,1,2
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147058439.0,2,1,3
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147058438.9,8,1,4
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000003.4,2,1,5
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000003.2,5,1,6
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000002.7,6,1,7
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000002.5,2,1,8
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000000.8,16,1,9
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000000.3,3,1,10
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,147000000.1,1,2,11
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,146455134.2,2,1,12
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,146455133.8,2,1,13
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,146000000.0,7,5,14
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,145971538.8,1,1,15
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,145520000.0,10,1,16
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,145496343.7,4,1,17
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,145000000.0,18,10,18
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,142000000.0,17,3,19
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,141001000.0,2,1,20
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,141000000.0,8,1,21
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,140000000.0,19,36,22
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,137400000.0,12,1,23
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,136190000.0,12,1,24
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,136000000.0,4,1,25
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,135000000.0,4,12,26
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,130000000.0,23,16,27
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,129123123.0,1,1,28
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_CHIMERA_1,125000000.0,24,10,29
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3129609.6,1,1,0
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3129609.5,4,1,1
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3129609.4,1,1,2
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3129609.3,3,1,3
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3089273.3,1,1,4
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3089273.2,2,1,5
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3046814.1,4,1,6
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3046814.0,1,1,7
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3046813.9,1,1,8
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,3006800.4,2,1,9
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2960000.7,3,1,10
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2960000.6,3,1,11
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2960000.4,3,1,12
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2942891.6,1,1,13
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2856587.3,2,1,14
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2801615.8,1,2,15
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2752135.1,2,1,16
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2700045.5,3,1,17
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2500001.5,4,1,18
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2500001.4,4,1,19
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2500000.2,1,2,20
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2486900.4,12,1,21
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2268934.4,1,1,22
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2268932.4,1,1,23
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2268930.9,3,1,24
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2207085.3,1,1,25
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2141984.9,32,1,26
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2141984.7,4,1,27
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_5,2073456.7,16,1,28
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1333169.5,1,1,0
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1333169.4,1,1,1
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1333169.3,1,1,2
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1333169.2,2,1,3
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1333169.0,2,1,4
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1274627.4,32,1,5
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_LAST_STAND_4,1213005.1,2,1,6
